Document,Phrase,RakeVal,SimVal
0,predict risk allows healthcare providers,23.555555555555557,0.13763638958334923
0,hf present particular concerns according,21.333333333333336,0.0777988001704216
0,assessed using prediction model risk,20.72222222222222,0.06924197152256965
0,identify risk prediction models conducted,17.12222222222222,0.09658324345946312
0,left ventricular ejection fraction,16.0,0.06285456009209156
0,105 distinct predictor variables,15.666666666666666,0.03999088890850544
0,distinct risk prediction variables,14.722222222222221,0.06918284250423312
0,characteristics including male sex,14.5,0.042833952233195305
0,24 %) external validation,14.0,0.09607840701937675
0,"9 ), hf hospitalizations",13.833333333333334,0.14424603308240572
0,58 models assessed 55,13.733333333333333,0.08501061052083969
0,"17 ), cardiovascular death",13.0,0.3477906510233879
0,risk prediction models,10.455555555555556,0.12669244656960169
0,identify common variables,10.333333333333332,0.047371236607432365
0,identify hf risk,10.055555555555555,0.11752037828167279
0,19 %) models,9.9,0.10839370638132095
0,terminal prohormone brain,9.0,0.10691695908705394
0,systolic blood pressure,9.0,0.19706550737222037
0,patients might benefit,9.0,0.17430907239516577
0,machine learning tools,9.0,0.017356942718227703
0,handling missing data,9.0,0.029383260756731033
0,blood urea nitrogen,9.0,0.08491628368695577
0,systematic literature review,8.5,0.11429194112618764
0,assess statistical approach,8.5,0.0682396503786246
0,publications reported detail,8.25,0.061810540656248726
0,58 identified risk,8.222222222222221,0.14875178039073944
0,overall low rob,8.0,0.036160012086232506
0,bias assessment tool,7.5,0.02515859839816888
0,prediction models,6.9,0.09293749555945396
0,assess risk,6.055555555555555,0.1279876697808504
0,cardiovascular death,6.0,0.3477906510233879
0,"hf ),",5.833333333333334,0.1109897643327713
0,prediction publications,5.75,0.0990343950688839
0,outcomes assessed,5.666666666666666,0.14744332060217857
0,40 risk,5.555555555555555,0.19420234858989716
0,ranked according,5.5,0.03414288908243179
0,"15 ),",5.0,0
0,hf hospitalization,4.833333333333334,0.18449676781892776
0,rob assessment,4.5,0.046648452058434486
0,literature databases,4.5,0.148965522646904
0,5 publications,4.25,0.06551873870193958
0,40 publications,4.25,0.12058750540018082
0,rob ).,4.0,0.009379956871271133
0,registration number,4.0,0.019475161097943783
0,primary outcomes,4.0,0.15430442243814468
0,predictors included,4.0,0.09621145948767662
0,potential utility,4.0,0.09313226863741875
0,nyha class,4.0,0.02183631807565689
0,novel approaches,4.0,0.0687826182693243
0,natriuretic peptide,4.0,0.1839265078306198
0,may 2018,4.0,-0.009713593870401382
0,march 2013,4.0,-0.027591872960329056
0,mainly due,4.0,0.016958811786025763
0,justify clinical,4.0,0.25655319821089506
0,hospital setting,4.0,0.23481094278395176
0,heart rate,4.0,0.20280320569872856
0,heart failure,4.0,0.2074820026755333
0,generally better,4.0,0.03557589091360569
0,economic value,4.0,0.04851515172049403
0,duplicated citations,4.0,0.02788121998310089
0,crd42018100709 ).,4.0,0
0,composite endpoints,4.0,0.09084805846214294
0,certain therapies,4.0,0.19523299857974052
0,cause mortality,4.0,0.18113460391759872
0,4720 non,4.0,0.06398928165435791
0,28 %).,4.0,0
0,probast ).,3.5,0
0,discriminatory ability,3.5,0.016360502690076828
0,deemed relevant,3.5,0.06971338763833046
0,14 ).,3.5,0
0,conducted,3.0,0.055469855666160583
0,hf,2.8333333333333335,0.1109897643327713
0,58,2.6666666666666665,0
0,validation,2.5,0.09198760986328125
0,including,2.5,0.06332606077194214
0,rob,2.0,0.009379956871271133
0,identified,2.0,0.10330121219158173
0,bias,2.0,0.01831863634288311
0,relevant,1.5,0.09132666885852814
0,probast,1.5,0
0,ability,1.5,-0.022223003208637238
0,14,1.5,0
0,yet,1.0,-0.03675409406423569
0,within,1.0,0.06455390155315399
0,understand,1.0,-0.004381440579891205
0,total,1.0,0.003683900460600853
0,studies,1.0,0.24976284801959991
0,sodium,1.0,0.11925020068883896
0,slr,1.0,0.0981777086853981
0,searched,1.0,0.027823450043797493
0,robustness,1.0,0.028073906898498535
0,results,1.0,0.0652550756931305
0,registered,1.0,0.016251616179943085
0,prospero,1.0,0
0,propose,1.0,0.06627984344959259
0,predicting,1.0,0.043349962681531906
0,payers,1.0,0.18115882575511932
0,n,1.0,-0.021267158910632133
0,methods,1.0,0.024640876799821854
0,majority,1.0,0.026061898097395897
0,lack,1.0,0.0400080606341362
0,incorporation,1.0,0.05103994905948639
0,id,1.0,0.0023845192044973373
0,extent,1.0,0.017291061580181122
0,diabetes,1.0,0.31405115127563477
0,determined,1.0,-0.03170712664723396
0,demands,1.0,0.033390387892723083
0,creatinine,1.0,0.20824791491031647
0,conclusions,1.0,0.07628431916236877
0,co,1.0,0.08638649433851242
0,calibration,1.0,0.21323038637638092
0,bmi,1.0,0.0934591069817543
0,based,1.0,0.08516917377710342
0,background,1.0,0.03833860531449318
0,application,1.0,0.023733139038085938
0,age,1.0,0.10348664224147797
0,adults,1.0,0.051906388252973557
0,4,1.0,-8.371472358703613e-05
0,3,1.0,0.019742561504244804
0,26,1.0,0
0,2,1.0,0.03300613537430763
0,11,1.0,0
0,1,1.0,-0.001867588609457016
0,approach evaluated anonymized cardiac images,23.666666666666668,0.17590658068656922
0,advanced machine learning methods,16.0,0.05202275887131691
0,reproducible cardiac pathological assessment,15.666666666666666,0.253646831959486
0,fully automatic processing pipeline,15.666666666666666,0.07228710362687707
0,cardiac cine sequencing provides,15.666666666666666,0.24283761950209737
0,independent test set using,15.5,0.015956244431436062
0,initial processing element consists,15.166666666666666,0.03378185909241438
0,20 patients per group,14.5,0.17405342496931553
0,ary pathology classification accuracy,14.333333333333334,0.14713991759344935
0,final processing element,10.166666666666666,0.023160612831513088
0,cardiac pathology classifier,10.0,0.4012519071499507
0,quantify cardiac measures,9.666666666666666,0.21810053630421558
0,manual cardiac evaluation,9.666666666666666,0.26817435150345165
0,training data set,9.5,0.07900424053271611
0,1 healthy group,9.5,0.05025427540143331
0,4 pathology groups,9.333333333333334,0.1706454207499822
0,"rv ), respectively",9.0,0.06496892496943474
0,performance results demonstrate,9.0,0.04285929352045059
0,enabling improved extraction,9.0,0.055905758713682495
0,cardiovascular disease staging,8.5,0.25692620997627574
0,"lv ), myocardium",8.0,0.16202591359615326
0,combining semantic segmentation,8.0,0.05596125001708666
0,disease classification,5.5,0.09134924225509167
0,100 patients,5.0,0.4592966139316559
0,wise segmentation,4.0,0.06757503096014261
0,ventricular cavities,4.0,0.19728557020425797
0,university hospital,4.0,0.32684318721294403
0,structure segmentation,4.0,0.08185387216508389
0,right ventricle,4.0,0.08423669962212443
0,observer bias,4.0,0.04053699877113104
0,morphological features,4.0,0.1226752009242773
0,left ventricle,4.0,0.1010191198438406
0,important functional,4.0,0.11301657184958458
0,ejection fraction,4.0,-0.013899685814976692
0,deliver accurate,4.0,0.03067811205983162
0,trained model,3.5,0.08922233246266842
0,segmentation,2.0,0.13467922806739807
0,myocardium,2.0,0.27229008078575134
0,model,1.5,0.05463607236742973
0,voxel,1.0,0.22100672125816345
0,utilized,1.0,0.03543274104595184
0,recorded,1.0,0.01999819651246071
0,presented,1.0,0.10993251949548721
0,potential,1.0,0.06813585013151169
0,method,1.0,0.016362402588129044
0,expense,1.0,0.08347275108098984
0,examined,1.0,0.1701224148273468
0,efficient,1.0,0.10318800061941147
0,dijon,1.0,0.010735955089330673
0,curtails,1.0,0.028310272842645645
0,basis,1.0,-0.04432522505521774
0,940,1.0,0
0,90,1.0,0
0,886,1.0,0
0,849,1.0,0
0,5,1.0,0.010449972003698349
0,0,1.0,0.04786166548728943
0,term data demonstrating improved outcomes,25.0,0.10536950230598449
0,determine lesion functional significance,16.0,0.1012946218252182
0,beyond fractional flow reserve,16.0,0.04637357534375042
0,"ffrct ), invasive angiography",14.25,0.3308231234550476
0,guided percutaneous coronary intervention,13.722222222222221,0.22295109555125237
0,evaluating coronary stenosis physiology,13.722222222222221,0.2790856324136257
0,coronary physiological assessment remains,12.222222222222221,0.1741553032770753
0,invasive coronary ct,9.722222222222221,0.23524800688028336
0,coronary physiological assessment,9.222222222222221,0.23429864148298898
0,coronary artery disease,9.222222222222221,0.2953575849533081
0,acute coronary syndromes,9.222222222222221,0.348122239112854
0,technical aspects involved,9.0,0.05736500769853592
0,rest without hyperemia,9.0,0.0856664205590884
0,residual ischemia post,9.0,0.10443652172883351
0,optical coherence tomography,9.0,0.16895723839600882
0,interventional cardiology toolbox,9.0,0.5282939846316973
0,improve patient care,9.0,0.25580136477947235
0,hyperemic pressure ratios,9.0,0.10968661680817604
0,exciting technological future,9.0,0.09376745671033859
0,enable detailed pre,9.0,0.046365381528933845
0,artificial intelligence algorithms,9.0,0.11491399258375168
0,alternative ffr approaches,9.0,0.055263230577111244
